stream,session_window_ist,phase_id,phase_label,n_total,n_valid,n_up,n_down,n_flat,pct_up,pct_down,pct_flat,mean_return_pct,median_return_pct,std_return_pct,low_confidence_flag
BRENT_session,us_open,10.0,second_deescalation_active_negotiation_hormuz_deal,18,18,9,4,5,50.0,22.22222222222222,27.77777777777778,0.3055773650665248,0.32679179949641474,0.8232429394209599,False
BRENT_session,us_pre_open,10.0,second_deescalation_active_negotiation_hormuz_deal,9,9,4,4,1,44.44444444444444,44.44444444444444,11.11111111111111,0.040179852870258825,0.2740101610101306,0.9738454925443072,False
WTI_session,asia_early,1.0,full_scale_war,11,11,2,5,4,18.181818181818183,45.45454545454545,36.36363636363637,-0.1567227212762513,0.21471630081921483,1.6681286093248566,False
WTI_session,europe_midday,1.0,full_scale_war,18,18,7,8,3,38.88888888888889,44.44444444444444,16.666666666666664,-0.3291026432783319,-0.12980621030600328,2.1550657549730867,False
WTI_session,global_reopen_pre_mcx,1.0,full_scale_war,6,6,3,3,0,50.0,50.0,0.0,0.4416274166024485,0.15600065476388592,3.028924059945738,False
WTI_session,india_midday,1.0,full_scale_war,6,6,4,1,1,66.66666666666666,16.666666666666664,16.666666666666664,0.8015635977031496,1.0429372337203526,1.7490951945309416,False
WTI_session,india_morning,1.0,full_scale_war,6,6,1,1,4,16.666666666666664,16.666666666666664,66.66666666666666,-0.891698591751865,-0.3051865487993357,2.3092745862819783,False
WTI_session,mcx_open_drive,1.0,full_scale_war,6,6,3,1,2,50.0,16.666666666666664,33.33333333333333,0.2843591023179695,0.43045371481059364,0.6078399852090719,False
WTI_session,mcx_tail,1.0,full_scale_war,6,6,1,2,3,16.666666666666664,33.33333333333333,50.0,-0.4065101710607364,-0.409964879249104,1.0325543796124417,False
WTI_session,other_valid_hours,1.0,full_scale_war,18,18,8,7,3,44.44444444444444,38.88888888888889,16.666666666666664,0.6521890484056391,0.43092775754256385,4.326343562051092,False
WTI_session,us_late,1.0,full_scale_war,12,12,5,3,4,41.66666666666667,25.0,33.33333333333333,0.0831333829126927,0.14940420396236875,1.8500974097300678,False
WTI_session,us_open,1.0,full_scale_war,36,36,21,12,3,58.333333333333336,33.33333333333333,8.333333333333332,0.25782436120709834,0.6708966459939464,1.2628869802338378,False
WTI_session,us_pre_open,1.0,full_scale_war,18,18,11,4,3,61.111111111111114,22.22222222222222,16.666666666666664,0.4222239862358162,0.6715530676310021,1.914505976330109,False
